llama.py,10,13.668341708542714,1.0000000374167142
llama.py,30,14.673366834170853,1.0000000374167142
llama.py,50,15.879396984924623,1.0000000374167142
mistral_instruct.py,10,35.31531531531532,1.0000000374167142
mistral_instruct.py,30,37.83783783783784,1.0000000374167142
mistral_instruct.py,50,39.81981981981982,1.0000000374167142
mistral_math.py,10,17.3828125,1.0000000374167142
mistral_math.py,30,18.5546875,1.0000000374167142
mistral_math.py,50,21.2890625,1.0000000374167142
Llama-3.1-8B-Instruct.py,10,11.336405529953918,1.0000000374167142
Llama-3.1-8B-Instruct.py,30,12.626728110599078,1.0000000374167142
Llama-3.1-8B-Instruct.py,50,11.981566820276496,1.0000000374167142
gemma-2-2b-it.py,10,31.755725190839694,1.0000000374167142
gemma-2-2b-it.py,30,38.3206106870229,1.0000000374167142
gemma-2-2b-it.py,50,40.30534351145038,1.0000000374167142
gemma-2-2b-jpn-it.py,10,24.655436447166924,1.0000000374167142
gemma-2-2b-jpn-it.py,30,30.01531393568147,1.0000000374167142
gemma-2-2b-jpn-it.py,50,31.852986217457886,1.0000000374167142
zephyr-7b-beta.py,10,63.84364820846905,1.0000000374167142
zephyr-7b-beta.py,30,70.35830618892508,1.0000000374167142
zephyr-7b-beta.py,50,76.2214983713355,1.0000000374167142
Qwen2.5-1.5B-Instruct.py,10,22.084367245657567,1.0000000374167142
Qwen2.5-1.5B-Instruct.py,30,26.674937965260547,1.0000000374167142
Qwen2.5-1.5B-Instruct.py,50,33.002481389578165,1.0000000374167142
DeepSeek-R1-Distill-Llama-8B.py,10,16.44398766700925,1.0
DeepSeek-R1-Distill-Llama-8B.py,30,20.041109969167522,1.0
DeepSeek-R1-Distill-Llama-8B.py,50,24.563206577595068,1.0
